confidence,decision,description,full_address,google_first_review_date,google_first_seen,google_place_id,name,opening_date,osm_first_added,osm_last_edit,osm_last_edit_age_days,quality_score,reasons,source,tags
Low,Needs more information,sushi cuisine,,,,,Luckiefun's,,,2025-11-16T09:23:55Z,81,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:sushi;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:no;restaurant
Low,Needs editing,burger cuisine,"Kaivokatu 8, 00101 Helsinki",,,,Social Burgerjoint,,,2025-08-17T16:09:28Z,172,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:no
Low,Needs more information,,,,,,Jungle Juice Bar,,,2025-09-14T16:16:25Z,144,75,missing_address;missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;fast_food;outdoor_seating:no
Low,Needs more information,,,,,,Bistro Bron,,,2025-12-01T15:48:03Z,66,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no;outdoor_seating:yes;takeaway:yes
Low,Needs editing,kebab cuisine,"Välimerenkatu 20, 00220 Helsinki",,,,Elias döner kebab,,,2025-10-19T20:57:41Z,109,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;diet:halal:no;diet:kosher:no;restaurant
High,Remove,tex-mex cuisine,"Fredrikinkatu 65, 00100 Helsinki",,,,Taco Bell,,,2025-09-07T15:05:50Z,151,65,keyword:taco bell;description_too_short,OpenStreetMap,confidence:medium;cuisine:tex-mex;diet:halal:no;diet:kosher:no;diet:vegetarian:yes;fast_food;outdoor_seating:no;takeaway:yes
Low,Needs editing,,"Itälahdenkatu 22a, 00210 Helsinki",,,,Ravintola Pisara Lauttasaari,,,2025-12-10T09:25:13Z,57,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Kalevankatu 17, 00100 Helsinki",,,,Cafe Pacifico,,,2026-01-27T12:10:10Z,9,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,noodle cuisine,"Urho Kekkosen katu 1, 00100 Helsinki, FI",,,,Ramen Ichiraku,,,2025-12-26T13:10:26Z,41,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:noodle;outdoor_seating:no;restaurant
Low,Needs editing,,"Mäkitorpantie 3, 00620 Helsinki",,,,Dylan Kottby Oulunkylä,,,2025-08-12T16:15:20Z,177,90,missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;outdoor_seating:no;restaurant
Low,Needs more information,pizza cuisine,,,,,Pizzakuningas,,,2025-10-04T16:44:35Z,124,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;diet:halal:no;diet:kosher:no;fast_food
Low,Needs editing,,"Mechelininkatu 51, 00250 Helsinki",,,,Bonbon Coffee,,,2025-11-08T08:15:02Z,89,90,missing_description,OpenStreetMap,cafe;confidence:medium
Medium,Keep,A vibrant culinary living room in Helsinki,"Toinen linja 3, 00530 Helsinki, FI",,,,Ravinteli Olkkari,,,2025-08-28T08:41:02Z,161,100,,OpenStreetMap,confidence:medium;diet:lactose_free:yes;diet:meat:yes;diet:pescetarian:yes;diet:vegan:yes;diet:vegetarian:yes;restaurant
Low,Needs editing,,Fabianinkatu 19,,,,Scolare,,,2025-10-18T05:54:43Z,110,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Eteläesplanadi 8, 00130 Helsinki",,,,Café Linkosuo Esplanadi,,,2025-10-18T05:37:58Z,110,90,missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:no
Low,Needs editing,italian cuisine,"Helsinginkatu 21, 00530 Helsinki",,,,Faselli,,,2025-12-13T10:38:48Z,54,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:italian;delivery:yes;outdoor_seating:yes;restaurant;takeaway:yes
Low,Needs editing,,"Urho Kekkosen katu 1, 00100 Helsinki",,,,Picnic,,,2025-11-30T16:22:15Z,67,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegetarian:yes;outdoor_seating:no
Low,Needs editing,,"Bulevardi 1, 00100 Helsinki",,,,Robert's Coffee,,,2025-09-14T16:14:12Z,144,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegetarian:yes;outdoor_seating:yes
Low,Needs editing,pizza cuisine,"Vuotie 3, 00980 Helsinki",,,,Helsingin Pizzapojat,,,2025-11-10T18:45:19Z,87,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;diet:halal:no;diet:kosher:no;restaurant
Low,Needs editing,middle_eastern cuisine,"Eteläesplanadi 22, 00130 Helsinki",,,,Biblos,,,2026-01-09T21:51:21Z,27,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:eastern;cuisine:middle;restaurant
Low,Needs editing,"italian, french cuisine","Pohjoisesplanadi 25-27, 00100 Helsinki",,,,Rue Madame,,,2025-08-12T08:05:20Z,177,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:french;cuisine:italian;restaurant
Low,Needs editing,"pizza, kebab cuisine","Ajomiehentie 1, 00390 Helsinki",,,,Elias Döner kebab & Pizzotto,,,2025-11-17T19:06:25Z,80,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;cuisine:pizza;restaurant
Low,Needs editing,,Myllypurontie 1,,,,Metka Cafe,,,2026-01-22T15:41:47Z,14,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no
Low,Needs editing,italian cuisine,"Maisemamaalauksenkatu 1, 00430 Helsinki",,,,Tavola,,,2025-09-11T19:09:06Z,147,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:italian;diet:halal:no;diet:kosher:no;outdoor_seating:yes;restaurant
Low,Needs editing,"wings, burger cuisine","Kahvipavunkuja 2, 00990 Helsinki",,,,kot.,,,2025-09-20T15:38:56Z,138,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;cuisine:wings;fast_food
Low,Needs editing,,"Lauttasaarentie 29, 00200 Helsinki",,,,Fazer Cafe Lauttasaari,,,2025-12-25T11:15:23Z,42,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no
Low,Needs editing,,"Kaisaniemenkatu 6, 00100 Helsinki",,,,Fazer Café Kaisaniemi,,,2025-12-25T11:13:46Z,42,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegetarian:yes;outdoor_seating:yes
Medium,Keep,Kahvilassa tarjoillaan sesongittain vaihtuvia terveellisiä ihanuuksia.,"Aleksanterinkatu 52, 00100 Helsinki",,,,Relove Café Stockmann,,,2025-09-28T12:31:00Z,130,100,,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegetarian:yes;outdoor_seating:no
Low,Needs editing,indian cuisine,"Kulmavuorenkatu 4, 00500 Helsinki",,,,Sano Nepal,,,2026-02-02T11:32:04Z,3,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:indian;diet:vegan:yes;diet:vegetarian:yes;restaurant
Low,Needs editing,japanese cuisine,Kulmavuorenkatu 4,,,,Omu Raisu,,,2026-02-02T11:32:04Z,3,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:japanese;restaurant
Low,Needs editing,,Kalevankatu 17,,,,Hills Dumplings,,,2025-09-06T17:52:06Z,152,90,missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;diet:vegan:yes;restaurant
Low,Needs editing,,"Vaasankatu 11, 00500 Helsinki",,,,Mama's Empanadas,,,2025-09-09T12:42:29Z,149,90,missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:yes
Low,Needs editing,,"Pohjoisranta 1, 00170 Helsinki, FI",,,,Majakkalaiva Relandersgrund,,,2025-09-03T18:08:09Z,155,90,missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;restaurant;takeaway:yes
Low,Needs more information,,,,,,Kakkugalleria,,,2025-09-28T12:31:00Z,130,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium;diet:vegetarian:yes;outdoor_seating:no
Low,Needs editing,pasta cuisine,"Arkadiankatu 23, 00100 Helsinki",,,,Third Place,,,2025-08-18T21:11:52Z,171,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:pasta;restaurant
Low,Needs editing,italian cuisine,"Kahvipavunkuja 2, 00990 Helsinki",,,,Ragazza,,,2025-09-20T15:38:56Z,138,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:italian;outdoor_seating:no;restaurant
Low,Needs editing,,Sörnäistenkatu 2,,,,Eromanga,,,2025-09-06T15:21:44Z,152,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no
Low,Needs more information,coffee_shop cuisine,,,,,Helsingin Kahvipaahtimon Päiväkahvibaari,,,2025-09-04T21:00:27Z,154,75,missing_address;description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:coffee;cuisine:shop;diet:halal:no;diet:kosher:no
Low,Needs editing,chinese cuisine,"Päivöläntie 21, 00730 Helsinki",,,,Chinaboss,,,2025-08-10T14:05:37Z,179,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:chinese;diet:halal:no;diet:kosher:no;restaurant
Low,Needs editing,asian cuisine,"Linnanrakentajantie 2, 00880 Helsinki",,,,Noodle Story,,,2025-09-15T07:59:29Z,143,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;diet:halal:no;diet:kosher:no;restaurant
Low,Needs editing,mediterranean cuisine,"Linnanrakentajantie 2, 00880 Helsinki",,,,Foody,,,2025-09-15T07:59:29Z,143,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:mediterranean;restaurant
Low,Needs editing,malaysian cuisine,"Tulppatie 8, 00880 Helsinki",,,,Penang Kitchen,,,2025-11-27T11:29:45Z,70,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:malaysian;restaurant
Low,Needs editing,regional cuisine,"Kantelettarentie 1, 00420 Helsinki",,,,Kantsun Sävel,,,2025-11-23T14:24:59Z,74,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:regional;restaurant
Low,Needs editing,"pizza, italian cuisine",Välimerenkatu 5,,,,Pizzeria Via Tribunali,,,2025-10-23T09:01:04Z,105,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:italian;cuisine:pizza;diet:halal:no;diet:kosher:no;restaurant
Low,Needs editing,,Hämeentie 68,,,,Bistro K,,,2025-09-06T15:27:48Z,152,90,missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;restaurant
Low,Needs editing,pizza cuisine,"Kaljaasi Fortunan katu 1, 00540 Helsinki",,,,Sotto Pizzeria Sompasaari,,,2025-11-02T16:31:02Z,95,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;delivery:yes;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:yes;restaurant;takeaway:yes
Low,Needs editing,georgian cuisine,"Kasarmikatu 25, 00130 Helsinki",,,,Rioni Helsinki,,,2025-11-22T18:17:48Z,75,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:georgian;outdoor_seating:yes;restaurant
Low,Needs editing,"kebab, pizza cuisine","Rullakkokatu 3, 00240 Helsinki",,,,Inferno Kebab ja Pizza,,,2025-11-11T15:21:30Z,86,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;cuisine:pizza;outdoor_seating:no;restaurant
Low,Needs editing,thai cuisine,Urho Kekkosen katu 1,,,,Khao Gaeng Thai Street Food,,,2025-12-26T14:06:22Z,41,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:thai;diet:vegetarian:yes;fast_food;outdoor_seating:no;takeaway:yes
Low,Needs editing,pizza cuisine,Urho Kekkosen katu 1,,,,Rax Pizzabuffet,,,2025-09-28T12:31:04Z,130,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;fast_food;outdoor_seating:no
Low,Needs editing,"buffet, coffee_shop cuisine","Unioninkatu 41, 00170 Helsinki",,,,Hav A Java,,,2025-08-14T08:51:51Z,175,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:buffet;cuisine:coffee;cuisine:shop;outdoor_seating:no
Low,Needs editing,mexican cuisine,Urho Kekkosen katu 1,,,,Lopez Tacos,,,2025-12-26T13:10:26Z,41,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:mexican;outdoor_seating:no;restaurant
Low,Needs editing,bubble_tea cuisine,Ateneuminkuja 2,,,,Zhao Tea,,,2025-09-06T10:51:31Z,152,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:bubble;cuisine:tea;diet:vegetarian:only;outdoor_seating:yes
Medium,Keep,Operated by Garam & Vermiglio catering Oy,"Uutiskatu 8, 00240 Helsinki",,,,YLE STUDIO 10,,,2025-12-15T16:42:41Z,52,100,,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,,,,,,Gateau,,,2025-11-28T17:03:49Z,69,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium;diet:vegetarian:yes;outdoor_seating:no
Low,Needs editing,tacos cuisine,"Laivurinkatu 10, 00150 Helsinki",,,,Seksico Viiskulma,,,2025-09-13T12:08:26Z,145,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:tacos;fast_food;outdoor_seating:yes
Low,Needs editing,salad cuisine,"Kaivokatu 1, 00100 Helsinki",,,,My Salad Bar,,,2025-09-14T16:20:08Z,144,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:salad;diet:vegetarian:yes;outdoor_seating:no;restaurant
Low,Needs editing,chicken cuisine,"Vilhonvuorenkatu 3, 00500 Helsinki",,,,Chitir Chicken,,,2025-10-27T10:17:26Z,101,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:chicken;outdoor_seating:no;restaurant
Medium,Keep,"coffee_shop, cake, salad, sandwich cuisine",Annankatu 28,,,,Fazer Café,,,2025-08-30T13:54:16Z,159,100,,OpenStreetMap,cafe;confidence:medium;cuisine:cake;cuisine:coffee;cuisine:salad;cuisine:sandwich;cuisine:shop;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:yes;takeaway:yes
Low,Needs editing,burger cuisine,"Huopalahdentie 1, 00330 Helsinki",,,,Snacky,,,2026-01-09T06:27:48Z,27,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;fast_food;takeaway:yes
Low,Needs editing,Lounaskahvila,Miina Sillanpään katu 1,,,,Cafe Kim,,,2025-12-19T06:11:07Z,48,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:vietnamese;restaurant
Low,Needs editing,,"Fredrikinkatu 65, 00100 Helsinki, FI",,,,Pupu,,,2025-09-07T15:05:52Z,151,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:vegetarian:yes;outdoor_seating:yes
Low,Needs editing,,"Hietaniemenkatu 2, 00100 Helsinki",,,,Laulu,,,2025-09-17T10:50:15Z,141,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,vietnamese cuisine,Kluuvi,,,,Vibami,,,2025-09-30T14:51:47Z,128,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:vietnamese;outdoor_seating:yes;restaurant
Low,Needs editing,,"Eteläesplanadi 22, 00130 Helsinki",,,,Alexanderplats,,,2026-01-09T21:51:21Z,27,90,missing_description,OpenStreetMap,confidence:medium;outdoor_seating:yes;restaurant
Low,Needs more information,bubble_tea cuisine,,,,,Chatime,,,2025-09-14T16:16:25Z,144,75,missing_address;description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:bubble;cuisine:tea;outdoor_seating:no
Low,Needs editing,,"Vaakalinnuntie 1-3, 00610 Helsinki",,,,Helmisimpukka Helsinki Käpylä,,,2025-11-18T16:26:50Z,79,90,missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:yes
Low,Needs editing,,"Kaarelan raitti 2, 00430 Helsinki",,,,Kahvila ja ravintola Valokaari,,,2025-10-11T12:10:50Z,117,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,bakery cuisine,"Siltasaarenkatu 13, 00530 Helsinki",,,,Kakkugalleria,,,2025-08-08T14:36:30Z,181,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:bakery;diet:vegetarian:yes;outdoor_seating:yes
Low,Needs more information,"indian, international cuisine",,,,,Brindavan,,,2025-12-13T14:05:51Z,54,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:indian;cuisine:international;diet:vegan:only;diet:vegetarian:only;restaurant
Low,Needs editing,japanese cuisine,"Tenderinlenkki 8, 00520 Helsinki",,,,Norppa Base,,,2025-12-02T13:24:18Z,65,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:japanese;diet:fish:yes;diet:meat:yes;diet:vegetarian:yes;restaurant
Low,Needs editing,chicken cuisine,"Höyrykatu 8, 00520 Helsinki",,,,Chitir Chicken Pasila,,,2025-08-30T09:22:06Z,159,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:chicken;restaurant
Low,Needs more information,,,,,,Bagdad Cafe,,,2025-10-04T11:39:58Z,124,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,,"Kansakoulukuja 1, 00100 Helsinki",,,,Kansis,,,2025-08-16T06:30:31Z,173,90,missing_description,OpenStreetMap,confidence:medium;outdoor_seating:no;restaurant
Low,Needs editing,mexican cuisine,"Kirkonkyläntie 11, 00700 Helsinki, FI",,,,Pancho Villa,,,2025-11-25T00:23:34Z,72,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:mexican;diet:dairy_free:yes;diet:gluten_free:yes;diet:lactose_free:yes;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:no;restaurant;takeaway:yes
Low,Needs editing,,"Vuorikatu 7, 00100 Helsinki",,,,Unicafe,,,2025-12-15T06:59:06Z,52,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,,"Koirasaarentie 43, 00590 Helsinki",,,,Vene Bar & Bistro,,,2025-09-30T18:11:56Z,128,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Liuskasaari 1, 00140 Helsinki",,,,HSS Paviljonki,,,2025-10-19T09:48:01Z,109,90,missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;restaurant
Low,Needs editing,,"Lehtisaarentie 2, 00340 Helsinki",,,,Tandoori Cuisine,,,2025-11-26T18:05:32Z,71,90,missing_description,OpenStreetMap,confidence:medium;diet:gluten_free:yes;diet:vegan:yes;diet:vegetarian:yes;restaurant
Low,Needs editing,burger cuisine,"Itäkatu 1-5, 00930 Helsinki",,,,McDonald's,,,2025-08-09T13:04:15Z,180,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:no;takeaway:yes
Low,Needs editing,teahouse cuisine,"Lapinlahdenkatu 19, 00180 Helsinki",,,,Matcha Crew,,,2025-09-17T10:20:23Z,141,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:teahouse
Low,Needs editing,burger cuisine,"Narinkka 2, 00100 Helsinki",,,,Friends & Brgrs Kulttuurikasarmi,,,2025-11-09T17:37:43Z,88,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;delivery:no;diet:chicken:yes;diet:gluten_free:yes;diet:meat:yes;diet:non-vegetarian:yes;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes
Low,Needs more information,,,,,,Tawook Lab,,,2025-11-02T10:56:18Z,95,75,missing_address;missing_description,OpenStreetMap,confidence:medium;outdoor_seating:yes;restaurant
Medium,Keep,"sandwich, smoothie, salad, juice cuisine",Mannerheimintie 14-20,,,,Plants By Us,,,2025-08-16T12:55:26Z,173,100,,OpenStreetMap,confidence:medium;cuisine:juice;cuisine:salad;cuisine:sandwich;cuisine:smoothie;diet:vegan:only;diet:vegetarian:only;fast_food;outdoor_seating:no
Low,Needs editing,japanese cuisine,"Itäkatu 1-5, 00930 Helsinki",,,,Itsuyaki,,,2025-10-29T01:33:29Z,99,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:japanese;restaurant
Low,Needs editing,,"Itäkatu 1-5, 00930 Helsinki",,,,Speakeasy,,,2025-10-29T01:23:44Z,99,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Urho Kekkosen katu 1, 00100 Helsinki",,,,Square,,,2025-11-30T17:23:00Z,67,90,missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:no
Low,Needs more information,,,,,,Muji Ravintola,,,2025-09-28T12:31:04Z,130,75,missing_address;missing_description,OpenStreetMap,confidence:medium;outdoor_seating:no;restaurant
Low,Needs more information,asian cuisine,,,,,Momotoko,,,2025-09-28T12:31:04Z,130,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;outdoor_seating:no;restaurant
Low,Needs editing,burger cuisine,"Messuaukio 1, 00520 Helsinki, FI",,,,Friends & Brgrs,,,2025-09-26T17:27:21Z,132,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:no;takeaway:yes
Low,Needs editing,asian cuisine,"Messuaukio 1, 00520 Helsinki",,,,Hanko Aasia,,,2025-09-26T17:27:32Z,132,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;outdoor_seating:no;restaurant
Low,Needs more information,,,,,,Shin Café,,,2025-12-30T16:20:52Z,37,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:no
Low,Needs more information,,,,,,Aito Fresh,,,2025-11-08T13:38:50Z,89,75,missing_address;missing_description,OpenStreetMap,confidence:medium;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:no;restaurant;takeaway:yes
Low,Needs editing,pizza cuisine,Kauppakartanonkatu 16a,,,,Kotipizza,,,2025-11-10T17:40:12Z,87,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;fast_food;takeaway:yes
Low,Needs editing,Homemade Crepes,Telakkakatu 2B,,,,Cafe Amore,,,2025-08-10T10:11:36Z,179,90,description_too_short,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,indian cuisine,"Eteläesplanadi 4, 00130 Helsinki",,,,Indus,,,2025-10-18T05:57:54Z,110,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:indian;restaurant
Low,Needs more information,italian cuisine,,,,,Gina,,,2025-10-17T19:49:38Z,111,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:italian;outdoor_seating:no;restaurant
Low,Needs more information,,,,,,Skifferi,,,2025-11-11T15:22:27Z,86,75,missing_address;missing_description,OpenStreetMap,confidence:medium;outdoor_seating:no;restaurant
Low,Needs editing,,"Puutarhurinkuja 2, 00300 Helsinki",,,,OMA Kahvila-Ravintola,,,2025-11-03T10:15:17Z,94,90,missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:yes
Low,Needs editing,,"Myllypurontie 1, 00920 Helsinki",,,,Sodexo Metropolia Myllypuro,,,2025-09-11T18:32:31Z,147,90,missing_description,OpenStreetMap,confidence:medium;diet:vegan:yes;diet:vegetarian:yes;restaurant
Low,Needs editing,,Vallisaarenpolku 134,,,,Vallisaaren satamakahvila,,,2025-09-08T11:47:48Z,150,90,missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:yes
Low,Needs editing,greek cuisine,Rikhardinkatu 2,,,,Le Grec,,,2025-10-17T04:34:40Z,111,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:greek;outdoor_seating:yes;restaurant
Low,Needs more information,,,,,,Lohtu,,,2025-08-16T12:45:37Z,173,75,missing_address;missing_description,OpenStreetMap,confidence:medium;diet:vegan:only;diet:vegetarian:only;outdoor_seating:no;restaurant
Low,Needs editing,Lunch is served Mo-Fr 10:30-13:30.,"Ilmalankuja 3, 00240 Helsinki",,,,Ravintola Akseli,,,2025-10-06T19:26:19Z,122,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:coffee;cuisine:lunch;cuisine:salad;cuisine:shop;cuisine:soup;diet:gluten_free:yes;diet:halal:no;diet:kosher:no;diet:lactose_free:yes;diet:vegetarian:yes;outdoor_seating:yes;restaurant
Low,Needs more information,,,,,,Diwan Bagdad Sweet's,,,2025-10-08T19:59:56Z,120,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,Lunch prices are from 11:00 to 14:00.,"Siltasaarenkatu 13, 00530 Helsinki",,,,Uyghur Noodle House,,,2025-08-08T14:36:30Z,181,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:uyghur;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:no;restaurant
Low,Needs editing,asian cuisine,"Tallinnanaukio 4, 00930 Helsinki",,,,FLQ,,,2025-11-12T09:58:18Z,85,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;restaurant
Low,Needs editing,mexican cuisine,"Kolmas linja 11, 00530 Helsinki",,,,Seksico Tacos & Cocktails,,,2025-08-09T08:53:30Z,180,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:mexican;fast_food;outdoor_seating:yes
Low,Needs editing,,"Siltasaarenkatu 13, 00530 Helsinki",,,,Roasberg,,,2025-08-09T08:53:30Z,180,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,Lunch is served Mo-Fr 10:30-14:00.,"Ilmalantori 4, 00240 Helsinki",,,,Dylan Luft,,,2025-08-25T05:59:00Z,164,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:coffee;cuisine:lunch;cuisine:salad;cuisine:shop;cuisine:soup;diet:gluten_free:yes;diet:halal:no;diet:kosher:no;diet:lactose_free:yes;diet:vegetarian:yes;outdoor_seating:yes;restaurant
Low,Needs editing,"german, european cuisine",Tehtaankatu 21,,,,Ravintola Santpauli,,,2025-11-04T21:07:29Z,93,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:european;cuisine:german;diet:meat:yes;diet:vegan:yes;diet:vegetarian:yes;restaurant
Low,Needs more information,sushi cuisine,,,,,Ihana Sushi,,,2026-01-14T15:55:47Z,22,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:sushi;restaurant
Low,Needs editing,somali cuisine,Kastelholmantie 2,,,,Hirshabeele Ravintola,,,2025-10-29T16:28:24Z,99,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:somali;restaurant
Low,Needs more information,"Oikea nimi saattaa olla eri kuin ikkunassa, pitää selvittää",,,,,Al Nakha,,,2025-10-29T16:59:42Z,99,85,missing_address,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,kebab cuisine,,,,,Newroz 21,,,2025-10-29T17:42:25Z,99,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;restaurant
Low,Needs more information,kebab cuisine,,,,,Al Suleimani,,,2026-01-28T11:54:05Z,8,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;restaurant
Low,Needs more information,,,,,,Gold Cafe,,,2025-10-29T17:09:22Z,99,75,missing_address;missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,italian cuisine,"Vuorikatu 16, 00100 Helsinki",,,,Retro Enoteca,,,2025-08-31T13:29:49Z,158,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:italian;outdoor_seating:yes;restaurant
